cust_id,Segment_Name,Risk_Tier,Customer_Health_Score,Total_Spend,Recency_Days,Frequency_Visits,total_sessions,churn_probability,nps_score,tier_status,points_balance,primary_complaint,enrollment_date
L-14659,Loyalty Hoarder,Healthy,75.054,835.0,11,29,14,0.2473,7,Gold,3536,,7/31/2023
L-14661,Tech Frustrated,Watchlist,62.123999999999995,1443.5,9,33,12,0.8938,7,Silver,1810,,2/13/2024
L-14693,Fading Champion,Healthy,73.06,654.0,28,21,27,0.347,7,Base,734,,4/10/2024
L-14706,Standard Active,Healthy,76.316,984.0,4,29,30,0.1842,7,Silver,3554,,5/11/2024
L-14767,Tech Frustrated,Watchlist,65.298,523.5,2,22,21,0.7351,7,Silver,1957,,10/20/2024
L-14768,Digital Ghost,Critical,30.2,656.0,1,19,0,0.99,2,Base,1326,App_Technical_Issue,7/24/2023
L-14769,Tech Frustrated,Watchlist,64.37,692.0,2,28,34,0.7815,1,Silver,1572,App_Technical_Issue,8/19/2023
L-14781,Fading Champion,Watchlist,60.2,678.5,45,24,28,0.99,2,Base,16,App_Technical_Issue,7/15/2024
L-14785,Tech Frustrated,Healthy,77.898,708.5,2,33,33,0.1051,7,Base,1213,,10/13/2024
L-14787,Loyalty Hoarder,Healthy,79.47,1441.5,5,33,15,0.0265,7,Base,2254,,6/7/2023
L-14789,Tech Frustrated,Healthy,79.258,526.5,19,23,17,0.0371,7,Base,934,,8/16/2023
L-14822,Loyalty Hoarder,Healthy,76.568,682.0,12,28,21,0.1716,7,Silver,2868,,11/7/2024
L-14825,Loyalty Hoarder,Healthy,79.224,980.5,10,28,26,0.0388,7,Base,3423,,2/2/2023
L-14852,Tech Frustrated,Healthy,73.176,852.0,11,33,17,0.3412,7,Base,1468,,10/2/2023
L-14860,Digital Ghost,Watchlist,40.316,1116.5,3,25,0,0.4842,8,Base,195,Out_of_Stock,7/2/2024
L-14862,Standard Active,Healthy,75.67,535.0,15,25,25,0.2165,7,Base,809,,5/9/2024
L-14903,Digital Ghost,Critical,32.102,709.0,3,31,0,0.8949,7,Silver,1303,,12/6/2023
L-14917,Digital Ghost,Critical,31.584,1265.5,14,25,0,0.9208,7,Base,1247,,2/24/2023
L-14926,Digital Ghost,Critical,31.622,537.5,10,25,0,0.9189,7,Base,512,,3/26/2023
L-14937,Standard Active,Healthy,76.668,1439.0,16,35,24,0.1666,7,Base,1339,,3/24/2024
L-14939,Digital Ghost,Watchlist,48.842,836.0,6,28,0,0.0579,7,Base,946,,5/3/2024
L-14956,Tech Frustrated,Healthy,74.168,1116.0,10,25,25,0.2916,7,Silver,75,,6/25/2023
L-14965,Standard Active,Watchlist,65.008,793.5,10,17,18,0.7496,7,Base,1257,,10/28/2023
L-14980,Digital Ghost,Watchlist,46.226,1903.0,0,36,0,0.1887,7,Base,429,,11/21/2023
L-14987,Tech Frustrated,Watchlist,46.854,972.5,8,24,3,0.6073,7,Base,332,,6/13/2023
L-14988,Loyalty Hoarder,Healthy,75.006,982.5,11,27,32,0.2497,7,Silver,3895,,3/16/2023
L-15007,Standard Active,Watchlist,69.086,544.5,4,29,8,0.2457,7,Silver,1134,,4/17/2024
L-15060,Tech Frustrated,Healthy,72.09,553.5,3,31,25,0.3954999999999999,5,Silver,443,Price_Perception,12/8/2023
L-15065,Tech Frustrated,Healthy,78.074,1279.5,8,29,18,0.0963,9,Silver,1639,None_Happy,5/23/2024
L-15067,Standard Active,Watchlist,59.396,1471.5,11,41,8,0.7302,7,Silver,31,,6/11/2023
L-15129,Loyalty Hoarder,Watchlist,43.374,1147.0,9,34,0,0.3313,7,Silver,2161,,9/13/2024
L-15137,Tech Frustrated,Watchlist,69.792,849.0,7,30,22,0.5104,7,Base,649,,1/19/2024
L-15146,Standard Active,Healthy,77.716,837.5,7,30,17,0.1142,10,Base,1035,None_Happy,1/14/2024
L-15156,Digital Ghost,Watchlist,47.502,230.0,7,21,0,0.1249,7,Gold,1739,,11/16/2024
L-15200,Tech Frustrated,Healthy,73.852,1012.0,7,37,11,0.3074,7,Base,1557,,11/14/2023
L-15203,Tech Frustrated,Watchlist,60.2,1300.5,17,35,11,0.99,3,Silver,1473,App_Technical_Issue,9/26/2023
L-15225,Tech Frustrated,Healthy,75.982,826.0,9,27,24,0.2009,7,Silver,1127,,12/13/2023
L-15242,Tech Frustrated,Watchlist,65.3,1423.0,11,27,41,0.735,2,Silver,1148,App_Technical_Issue,1/18/2023
L-15289,Standard Active,Healthy,77.61,1122.5,18,27,16,0.1195,7,Base,602,,7/30/2023
L-15300,Digital Ghost,Critical,39.812,1155.0,5,36,0,0.5094,7,Silver,1992,,4/4/2024
L-15326,Loyalty Hoarder,Watchlist,62.001999999999995,853.5,3,33,16,0.8998999999999999,5,Silver,3214,Out_of_Stock,1/7/2023
L-15332,Digital Ghost,Critical,31.959999999999997,712.0,6,34,0,0.902,10,Silver,574,None_Happy,12/13/2023
L-15339,Tech Frustrated,Healthy,70.392,529.5,11,25,15,0.4804,7,Base,220,,6/28/2024
L-15340,Loyalty Hoarder,Watchlist,45.6,668.0,19,23,0,0.22,5,Base,2153,Staff_Helpfulness,3/23/2024
L-15357,Tech Frustrated,Healthy,75.946,1869.0,1,33,21,0.2027,7,Silver,1819,,1/18/2023
L-15378,Tech Frustrated,Healthy,78.864,376.0,2,22,37,0.0568,7,Silver,2610,,8/22/2024
L-15380,Digital Ghost,Watchlist,47.856,704.0,5,30,0,0.1072,7,Silver,1702,,10/24/2023
L-15392,Tech Frustrated,Healthy,74.646,1122.5,8,26,19,0.2677,7,Silver,606,,2/3/2024
L-15396,Tech Frustrated,Healthy,71.104,528.5,14,24,14,0.4448,5,Gold,2798,Price_Perception,8/14/2024
L-15403,Tech Frustrated,Watchlist,53.184,1897.5,1,40,7,0.8908,7,Gold,1651,,6/16/2023
L-15405,Loyalty Hoarder,Watchlist,67.336,641.0,5,16,18,0.6332,1,Base,2361,App_Technical_Issue,9/18/2023
L-15426,Tech Frustrated,Healthy,79.482,1006.5,10,34,19,0.0259,7,Base,1172,,10/21/2023
L-15427,Tech Frustrated,Healthy,77.548,832.0,9,26,38,0.1226,9,Silver,913,None_Happy,5/8/2023
L-15449,Standard Active,Healthy,78.65,1032.0,5,38,17,0.0675,7,Base,1786,,6/16/2024
L-15464,Loyalty Hoarder,Watchlist,49.476,542.5,9,26,0,0.0262,7,Base,2222,,1/12/2024
L-15467,Digital Ghost,Critical,32.116,656.5,0,19,0,0.8942000000000001,4,Silver,737,Out_of_Stock,10/20/2024
L-15505,Tech Frustrated,Watchlist,67.648,821.5,13,24,6,0.0176,7,Silver,1249,,2/11/2024
L-15514,Tech Frustrated,Healthy,77.758,968.5,2,24,24,0.1121,7,Silver,1023,,9/11/2024
L-15527,Fading Champion,Watchlist,66.648,824.5,22,25,17,0.6676,7,Silver,15,,5/13/2023
L-15529,Digital Ghost,Watchlist,48.122,505.0,5,20,0,0.0939,7,Base,1777,,2/24/2023
L-15531,Digital Ghost,Critical,37.154,1249.5,5,21,0,0.6423,1,Silver,2432,App_Technical_Issue,3/15/2024
L-15539,Fading Champion,Healthy,75.184,1299.5,24,32,15,0.2408,6,Silver,2021,Price_Perception,6/3/2023
L-15543,Tech Frustrated,Healthy,74.75,1294.0,17,34,22,0.2625,7,Base,1049,,2/15/2023
L-15546,Price Sensitive,Watchlist,62.07,1105.5,21,21,19,0.8965,7,Silver,757,Price_Perception,1/3/2023
L-15585,Digital Ghost,Watchlist,45.544,1129.5,1,29,0,0.2228,7,Base,513,,11/6/2024
L-15596,Standard Active,Healthy,75.27,719.0,6,36,27,0.2365,7,Base,430,,10/3/2024
L-15664,Tech Frustrated,Watchlist,63.628,1132.5,0,28,36,0.8186,7,Silver,914,,11/15/2023
L-15682,Digital Ghost,Watchlist,47.78,1411.5,11,27,0,0.111,7,Base,688,,2/7/2024
L-15699,Standard Active,Healthy,73.556,351.5,0,18,15,0.3222,7,Base,1854,,6/23/2024
L-15701,Tech Frustrated,Healthy,71.438,995.0,6,33,23,0.4281,7,Silver,712,,11/19/2023
L-15727,Digital Ghost,Watchlist,49.038,684.0,16,26,0,0.0481,7,Silver,45,,6/6/2023
L-15738,Fading Champion,Watchlist,69.328,855.0,24,32,23,0.5336,7,Base,1797,,9/30/2024
L-15746,Tech Frustrated,Healthy,71.9,515.0,8,20,23,0.405,7,Base,664,,2/25/2024
L-15772,Standard Active,Watchlist,69.428,1004.5,1,33,8,0.2286,7,Silver,1211,,11/21/2024
L-15796,Standard Active,Watchlist,63.536,1256.0,4,25,22,0.8232,7,Base,168,,11/15/2023
L-15802,Standard Active,Watchlist,61.158,1132.5,6,30,18,0.9421,7,Base,536,,4/22/2023
L-15837,Digital Ghost,Watchlist,44.786,660.0,0,23,0,0.2607,7,Base,956,,6/10/2023
L-15881,Digital Ghost,Watchlist,48.38,1449.0,2,34,0,0.081,7,Gold,724,,6/14/2023
L-15883,Loyalty Hoarder,Healthy,76.934,1274.5,8,28,24,0.1533,7,Base,2704,Price_Perception,6/13/2024
L-15899,Tech Frustrated,Healthy,79.42,1000.5,1,35,36,0.029,7,Base,1834,,6/19/2023
L-15914,Digital Ghost,Critical,30.2,1429.5,9,30,0,0.99,2,Base,1118,App_Technical_Issue,3/8/2024
L-15922,Tech Frustrated,Healthy,73.272,1433.0,21,31,43,0.3364,7,Silver,253,,3/23/2024
L-16015,Digital Ghost,Critical,36.592,554.0,4,31,0,0.6704,7,Silver,98,,6/22/2023
L-16056,Standard Active,Healthy,75.93,358.0,18,17,22,0.2035,7,Silver,798,,8/2/2023
L-16069,Digital Ghost,Critical,37.448,828.5,5,26,0,0.6276,7,Gold,533,,6/1/2023
L-16122,Digital Ghost,Critical,38.702,1293.5,11,33,0,0.5649,7,Base,918,,6/5/2023
L-16149,Digital Ghost,Watchlist,44.846,963.0,1,24,0,0.2577,7,Silver,1455,,12/27/2023
L-16155,Loyalty Hoarder,Watchlist,65.564,709.5,8,32,34,0.7218,7,Silver,2184,Price_Perception,6/18/2024
L-16180,Tech Frustrated,Watchlist,68.636,570.0,1,36,20,0.5682,7,Silver,1482,,4/17/2024
L-16185,Tech Frustrated,Healthy,77.41,695.5,10,29,22,0.1295,7,Base,1335,,9/24/2024
L-16186,Loyalty Hoarder,Watchlist,65.884,677.0,2,25,26,0.7058,7,Silver,2393,,3/17/2023
L-16188,Tech Frustrated,Watchlist,64.356,525.0,4,22,24,0.7822,7,Base,149,,9/9/2024
L-16212,Standard Active,Healthy,75.382,1132.0,12,28,11,0.2309,7,Silver,236,,9/16/2024
L-16228,Tech Frustrated,Healthy,74.828,1420.0,1,27,9,0.1086,7,Gold,2371,,7/19/2024
L-16253,Loyalty Hoarder,Watchlist,45.72,1437.0,1,31,0,0.214,7,Base,2596,,2/21/2024
L-16267,Tech Frustrated,Watchlist,65.856,1347.0,3,46,40,0.7072,2,Base,225,App_Technical_Issue,3/28/2024
L-16298,Standard Active,Watchlist,53.116,534.0,16,24,2,0.1442,7,Silver,487,,1/30/2024
L-16302,Tech Frustrated,Healthy,74.166,1142.0,6,31,38,0.2917,7,Base,848,,8/1/2023
L-16307,Tech Frustrated,Watchlist,61.822,844.5,0,31,21,0.9089,7,Base,60,,4/6/2024
L-16325,Tech Frustrated,Watchlist,69.882,842.5,1,30,10,0.5059,7,Base,147,,3/30/2024
L-16326,Tech Frustrated,Watchlist,60.55,826.5,2,25,35,0.9725,7,Silver,561,,11/2/2023
L-16328,Fading Champion,Watchlist,48.316,676.0,22,25,0,0.0842,7,Silver,2119,,4/12/2024
L-16333,Loyalty Hoarder,Critical,37.202,1028.0,0,39,0,0.6399,7,Base,2315,,5/9/2023
L-16352,Standard Active,Watchlist,66.574,526.5,5,26,14,0.6713,3,Silver,248,Out_of_Stock,9/2/2024
L-16410,Loyalty Hoarder,Healthy,79.22,684.5,12,27,19,0.039,7,Gold,2414,,3/17/2024
L-16411,Digital Ghost,Critical,31.142,695.5,0,30,0,0.9429,8,Silver,155,Out_of_Stock,11/12/2023
L-16422,Tech Frustrated,Healthy,77.226,537.5,0,27,40,0.1387,7,Base,544,,1/11/2024
L-16433,Tech Frustrated,Watchlist,69.03999999999999,1267.5,4,26,19,0.548,3,Base,979,App_Technical_Issue,1/21/2024
L-16456,Loyalty Hoarder,Watchlist,63.286,825.5,4,24,26,0.8357,7,Base,2798,,10/25/2023
L-16476,Tech Frustrated,Healthy,77.604,1257.0,5,22,32,0.1198,6,Base,778,Price_Perception,5/17/2024
L-16490,Tech Frustrated,Healthy,72.71,1129.5,0,27,16,0.3645,6,Gold,1133,Price_Perception,7/20/2024
L-16532,Digital Ghost,Critical,36.992,404.5,5,28,0,0.6504,7,Silver,1520,,8/14/2023
L-16536,Tech Frustrated,Healthy,70.17,1021.5,10,35,46,0.4915,7,Silver,778,,7/8/2023
L-16539,Tech Frustrated,Healthy,74.718,1270.5,2,28,11,0.2641,7,Base,385,,2/23/2023
L-16554,Digital Ghost,Critical,34.51,362.5,16,19,0,0.7745,7,Base,659,,1/22/2024
L-16568,Tech Frustrated,Healthy,79.466,850.0,6,30,22,0.0267,7,Base,1036,,1/13/2023
L-16572,Tech Frustrated,Healthy,74.778,836.5,3,30,28,0.2611,7,Silver,362,,3/25/2024
L-16633,Digital Ghost,Watchlist,48.672,688.5,5,26,0,0.0664,7,Base,651,,11/19/2023
L-16652,Tech Frustrated,Watchlist,64.52799999999999,1310.5,0,36,16,0.7736000000000001,1,Base,908,App_Technical_Issue,8/8/2023
L-16684,Tech Frustrated,Healthy,74.366,942.5,13,19,27,0.2817,7,Base,829,,5/28/2023
L-16695,Standard Active,Healthy,75.386,797.5,8,17,12,0.2307,10,Silver,189,None_Happy,7/18/2024
L-16707,Fading Champion,Watchlist,44.83,512.0,25,21,0,0.2585,7,Silver,878,,1/16/2024
L-16717,Tech Frustrated,Watchlist,67.516,981.5,4,26,26,0.6242,10,Base,1304,None_Happy,12/30/2023
L-16727,Loyalty Hoarder,Watchlist,45.352,717.5,1,36,0,0.2324,7,Gold,3560,,3/25/2024
L-16763,Fading Champion,Healthy,71.174,690.5,23,27,18,0.4413,7,Base,108,,9/28/2023
L-16798,Digital Ghost,Watchlist,48.272,818.0,5,24,0,0.0864,7,Base,697,,2/1/2024
L-16824,Digital Ghost,Watchlist,46.018,665.5,17,23,0,0.1991,7,Base,277,,2/27/2024
L-16856,Digital Ghost,Watchlist,42.19,521.5,2,21,0,0.3905,4,Base,688,Out_of_Stock,4/2/2024
L-16896,Loyalty Hoarder,Watchlist,60.346,849.5,1,29,18,0.9827,7,Silver,2073,,5/29/2024
L-16913,Digital Ghost,Critical,39.298,838.5,2,29,0,0.5351,3,Silver,1380,Staff_Helpfulness,11/7/2024
L-16920,Digital Ghost,Critical,35.718,689.0,10,26,0,0.7141,7,Base,568,,11/26/2023
L-16957,Standard Active,Healthy,75.204,1458.0,2,37,17,0.2398,7,Base,2729,,1/6/2024
L-16970,Standard Active,Watchlist,69.448,231.0,0,22,15,0.5276000000000001,5,Gold,1672,Out_of_Stock,2/26/2024
L-17016,Tech Frustrated,Healthy,78.826,1454.5,3,37,16,0.0587,7,Gold,1686,,2/8/2023
L-17027,Loyalty Hoarder,Healthy,76.616,987.0,1,27,16,0.1692,7,Base,2377,,5/31/2024
L-17040,Tech Frustrated,Healthy,71.9,359.5,16,19,21,0.405,7,Silver,758,,8/19/2023
L-17055,Loyalty Hoarder,Healthy,73.97,656.0,4,21,22,0.3015,10,Gold,2521,None_Happy,7/7/2023
L-17056,Standard Active,Healthy,72.18,1258.0,1,24,12,0.391,7,Base,1866,,4/29/2024
L-17066,Digital Ghost,Critical,32.994,1133.0,13,30,0,0.8503,7,Silver,912,,8/29/2024
L-17089,Loyalty Hoarder,Watchlist,49.72,719.5,5,37,0,0.014,7,Silver,2375,,9/6/2023
L-17122,Standard Active,Watchlist,63.218,833.5,4,26,34,0.8391,7,Base,77,,3/27/2023
L-17125,Price Sensitive,Critical,30.664,75.0,24,19,6,0.3043,7,Base,482,Price_Perception,4/18/2024
L-17155,Digital Ghost,Watchlist,44.386,709.5,0,33,0,0.2807,7,Gold,1980,,11/9/2024
L-17165,Digital Ghost,Critical,31.948,1726.5,5,31,0,0.9026,7,Base,9,,8/15/2024
L-17173,Digital Ghost,Watchlist,46.914,1173.0,6,38,0,0.1543,7,Base,232,,3/19/2023
L-17186,Tech Frustrated,Watchlist,60.477999999999994,1012.5,2,35,23,0.9761,7,Gold,988,,4/10/2023
L-17214,Loyalty Hoarder,Healthy,79.328,1284.0,3,31,24,0.0336,4,Base,2590,Staff_Helpfulness,8/2/2023
L-17224,Standard Active,Watchlist,69.80799999999999,509.0,0,20,15,0.5096,7,Base,25,,11/10/2024
L-17246,Loyalty Hoarder,Healthy,76.756,1601.0,3,37,35,0.1622,7,Base,2392,Price_Perception,3/19/2023
L-17263,Digital Ghost,Watchlist,46.086,983.0,3,30,0,0.1957,7,Silver,1991,,3/18/2024
L-17286,Tech Frustrated,Healthy,74.268,394.0,14,28,26,0.2866,3,Base,830,Staff_Helpfulness,5/27/2024
L-17319,Tech Frustrated,Watchlist,68.084,853.0,2,32,18,0.5958,7,Silver,1581,,7/17/2023
L-17325,Tech Frustrated,Watchlist,59.214,1729.0,5,31,9,0.8893,10,Silver,1420,None_Happy,10/28/2024
L-17332,Tech Frustrated,Healthy,76.466,242.5,21,27,13,0.1767,7,Silver,1229,,6/26/2024
L-17348,Tech Frustrated,Watchlist,67.996,658.5,8,22,35,0.6002,6,Base,1026,Price_Perception,7/2/2023
L-17377,Loyalty Hoarder,Healthy,77.712,824.5,5,23,13,0.1144,7,Base,3010,,7/8/2024
L-17391,Standard Active,Healthy,74.646,983.5,17,30,18,0.2677,7,Base,79,,7/11/2023
L-17398,Tech Frustrated,Watchlist,66.3,1140.0,1,32,31,0.6849999999999999,7,Base,219,Price_Perception,6/3/2023
L-17426,Tech Frustrated,Healthy,79.394,1023.0,4,41,17,0.0303,10,Silver,1150,None_Happy,12/2/2023
L-17431,Digital Ghost,Critical,34.504000000000005,691.0,8,31,0,0.7747999999999999,3,Gold,1822,App_Technical_Issue,7/4/2024
L-17432,Tech Frustrated,Watchlist,60.2,995.0,2,31,33,0.99,4,Silver,916,App_Technical_Issue,5/13/2024
L-17473,Tech Frustrated,Healthy,79.646,1273.0,12,28,26,0.0177,9,Base,494,None_Happy,2/16/2024
L-17487,Tech Frustrated,Watchlist,61.248,536.5,1,26,17,0.9376,4,Base,1115,App_Technical_Issue,3/15/2023
L-17492,Loyalty Hoarder,Watchlist,41.978,1263.5,7,23,0,0.4011,7,Silver,3344,,11/4/2023
L-17530,Standard Active,Watchlist,67.62,976.0,13,25,26,0.619,7,Gold,1412,,5/19/2023
L-17568,Digital Ghost,Watchlist,44.712,218.5,7,19,0,0.2644,7,Silver,1912,,7/3/2024
L-17578,Digital Ghost,Watchlist,44.71,972.0,5,26,0,0.2645,5,Gold,2452,Out_of_Stock,6/22/2024
L-17583,Loyalty Hoarder,Watchlist,49.368,711.5,2,36,0,0.0316,7,Silver,2281,,8/12/2024
L-17587,Loyalty Hoarder,Critical,31.824,989.0,14,28,0,0.9088,5,Gold,2626,Staff_Helpfulness,6/13/2024
L-17595,Tech Frustrated,Healthy,73.482,996.0,3,29,32,0.3259,7,Base,671,,8/28/2023
L-17621,Tech Frustrated,Healthy,78.986,1294.0,6,32,22,0.0507,7,Silver,258,,3/17/2023
L-17740,Fading Champion,Watchlist,60.458,657.0,28,21,4,0.0771,7,Silver,1993,,9/23/2024
L-17834,Fading Champion,Healthy,78.07,1278.5,31,27,14,0.0965,7,Base,306,,7/10/2023
L-17843,Digital Ghost,Watchlist,43.01,1265.0,9,25,0,0.3495,7,Silver,1139,,11/27/2023
L-17864,Tech Frustrated,Watchlist,64.264,1274.5,5,26,27,0.7868,7,Silver,1046,,1/8/2023
L-17877,Standard Active,Healthy,76.928,982.0,11,28,20,0.1536,7,Silver,1020,,4/15/2024
L-17935,Fading Champion,Healthy,78.914,981.0,29,29,32,0.0543,7,Base,2151,,6/30/2023
L-17956,Standard Active,Healthy,73.896,375.0,0,22,37,0.3052,7,Silver,735,,7/18/2023
L-17966,Digital Ghost,Watchlist,45.366,1443.5,6,32,0,0.2317,7,Base,1540,,11/7/2024
L-18096,Standard Active,Healthy,71.634,1124.0,5,27,16,0.4183,4,Base,37,Out_of_Stock,8/27/2023
L-18138,Fading Champion,Healthy,73.958,520.5,31,22,26,0.3021,7,Base,3418,,7/16/2024
L-18143,Standard Active,Watchlist,62.244,413.5,4,35,24,0.8877999999999999,8,Silver,1323,Out_of_Stock,3/16/2024
L-18144,Digital Ghost,Watchlist,44.62,671.0,1,21,0,0.269,7,Base,1114,,10/18/2023
L-18147,Loyalty Hoarder,Healthy,78.34,222.5,17,21,38,0.083,7,Base,3299,,9/10/2024
L-18163,Tech Frustrated,Healthy,74.716,1426.5,15,29,14,0.2642,7,Base,976,,6/1/2024
L-18165,Loyalty Hoarder,Watchlist,65.468,1006.5,2,33,11,0.7266,0,Silver,3104,App_Technical_Issue,4/7/2024
L-18206,Tech Frustrated,Healthy,77.92,1122.0,6,26,19,0.104,7,Silver,1520,,1/19/2024
L-18219,Tech Frustrated,Healthy,74.702,232.5,2,24,28,0.2649,7,Silver,1716,,1/1/2024
L-18240,Fading Champion,Healthy,74.498,388.5,25,26,25,0.2751,7,Base,545,,2/17/2024
L-18251,Standard Active,Healthy,78.536,673.0,0,23,26,0.0732,7,Silver,999,,8/4/2023
L-18276,Loyalty Hoarder,Healthy,76.372,955.5,2,22,20,0.1814,7,Base,2798,,6/24/2023
L-18280,Tech Frustrated,Healthy,79.408,663.0,3,21,18,0.0296,7,Base,1316,,5/23/2023
L-18305,Loyalty Hoarder,Watchlist,48.608,827.5,3,26,0,0.0696,7,Base,2327,,8/22/2024
L-18310,Loyalty Hoarder,Watchlist,45.214,835.0,3,25,0,0.2393,7,Silver,2488,,4/11/2024
L-18313,Tech Frustrated,Healthy,77.454,855.0,3,30,62,0.1273,7,Base,221,,9/12/2024
L-18323,Tech Frustrated,Healthy,79.014,956.5,19,20,27,0.0493,7,Silver,802,,2/21/2023
L-18325,Fading Champion,Healthy,71.17,704.0,33,30,29,0.4415,7,Silver,1284,,1/3/2024
L-18338,Loyalty Hoarder,Healthy,74.068,1280.5,8,31,31,0.2966,7,Base,2530,,1/26/2024
L-18339,Standard Active,Healthy,74.09,969.5,15,23,19,0.2955,7,Silver,1693,,7/6/2024
L-18341,Standard Active,Healthy,76.66,829.0,1,27,13,0.167,7,Base,571,,1/20/2023
L-18349,Digital Ghost,Critical,34.628,1424.0,7,29,0,0.7686,7,Silver,1743,,2/29/2024
L-18351,Digital Ghost,Watchlist,44.252,1445.0,1,36,0,0.2874,7,Gold,605,,3/10/2024
L-18402,Loyalty Hoarder,Healthy,74.604,205.5,14,16,16,0.2698,7,Base,3412,,5/14/2023
L-18412,Standard Active,Watchlist,63.174,1122.5,9,27,33,0.8412999999999999,8,Base,1039,Out_of_Stock,11/17/2024
L-18428,Tech Frustrated,Healthy,76.656,220.5,19,20,29,0.1672,7,Base,1070,,8/27/2024
L-18433,Tech Frustrated,Healthy,78.664,1144.5,2,31,24,0.0668,7,Silver,440,,7/3/2023
L-18460,Tech Frustrated,Healthy,74.41,820.5,4,24,29,0.2795,7,Base,901,,8/24/2024
L-18468,Digital Ghost,Watchlist,49.418,1438.5,10,34,0,0.0291,7,Silver,651,,5/18/2023
L-18469,Tech Frustrated,Healthy,79.534,663.5,1,23,16,0.0233,7,Base,641,Staff_Helpfulness,3/30/2023
L-18477,Loyalty Hoarder,Healthy,72.418,824.0,2,26,25,0.3791,6,Base,2085,Price_Perception,3/24/2023
L-18526,Digital Ghost,Watchlist,47.866,692.5,1,29,0,0.1067,7,Silver,47,,3/6/2023
L-18545,Standard Active,Watchlist,68.362,1286.0,13,31,35,0.5819,7,Base,1228,,8/18/2023
L-18554,Tech Frustrated,Healthy,74.826,386.5,7,25,26,0.2587,7,Gold,3402,Price_Perception,12/25/2023
L-18584,Fading Champion,Watchlist,46.822,395.5,26,25,0,0.1589,9,Base,492,None_Happy,11/22/2024
L-18597,Loyalty Hoarder,Healthy,73.732,709.5,4,31,14,0.3134,7,Base,3331,,3/21/2024
L-18627,Fading Champion,Watchlist,45.016,993.0,30,27,0,0.2492,7,Silver,3175,Price_Perception,11/28/2024
L-18643,Tech Frustrated,Healthy,72.542,1464.5,9,38,39,0.3729,10,Silver,1104,None_Happy,5/16/2023
L-18648,Loyalty Hoarder,Healthy,75.722,831.5,20,26,28,0.2139,7,Base,2328,,4/2/2023
L-18678,Loyalty Hoarder,Watchlist,65.714,565.0,0,34,24,0.7143,8,Silver,2124,Staff_Helpfulness,3/16/2024
L-18682,Standard Active,Healthy,72.12,1565.0,12,28,9,0.244,7,Silver,1260,,10/16/2023
L-18693,Tech Frustrated,Healthy,73.12,376.5,11,22,31,0.344,7,Base,1698,,4/6/2024
L-18764,Standard Active,Healthy,78.464,1449.0,0,33,40,0.0768,7,Base,1483,,8/4/2024
L-18767,Digital Ghost,Critical,34.952,1443.0,13,33,0,0.7524,3,Base,1697,App_Technical_Issue,2/14/2023
L-18782,Loyalty Hoarder,Watchlist,47.658,948.5,11,19,0,0.1171,7,Silver,3303,,10/20/2024
L-18790,Standard Active,Healthy,75.128,1012.0,3,35,20,0.2436,7,Silver,599,,5/14/2024
L-18795,Loyalty Hoarder,Critical,39.73,526.0,1,24,0,0.5135000000000001,7,Silver,3201,Out_of_Stock,3/19/2024
L-18797,Standard Active,Watchlist,69.328,692.5,3,28,21,0.5336,7,Base,1055,,3/17/2024
L-18799,Digital Ghost,Watchlist,44.046,215.0,15,21,0,0.2977,7,Base,1547,,11/2/2023
L-18802,Standard Active,Healthy,79.504,1429.5,1,30,19,0.0248,7,Silver,1571,,4/8/2023
L-18810,Fading Champion,Healthy,74.422,1403.5,22,26,22,0.2789,7,Base,172,,2/27/2023
L-18819,Tech Frustrated,Healthy,78.63,1259.0,7,23,36,0.0685,9,Gold,1789,None_Happy,2/3/2024
L-18843,Price Sensitive,Healthy,74.304,1263.0,0,24,16,0.2848,7,Silver,213,Price_Perception,3/13/2024
L-18852,Standard Active,Healthy,76.512,820.5,10,23,29,0.1744,7,Silver,1651,,2/3/2023
L-18909,Standard Active,Healthy,78.488,551.0,8,29,14,0.0756,7,Silver,614,,1/24/2024
L-18917,Standard Active,Healthy,76.9,1313.5,2,41,19,0.155,7,Silver,3101,,6/16/2024
L-18923,Tech Frustrated,Healthy,77.408,991.5,1,31,18,0.1296,7,Base,964,,4/6/2024
L-18943,Standard Active,Healthy,78.804,977.5,5,28,16,0.0598,7,Silver,415,,10/27/2024
L-18961,Digital Ghost,Watchlist,46.598,998.5,0,35,0,0.1701,7,Gold,1141,,3/3/2023
L-18963,Loyalty Hoarder,Watchlist,62.0,1454.0,10,36,35,0.9,7,Gold,2322,,4/3/2023
L-18983,Loyalty Hoarder,Healthy,75.752,1163.0,2,37,28,0.2124,6,Gold,4483,Price_Perception,12/11/2023
L-19008,Standard Active,Watchlist,57.712,1181.5,1,41,8,0.8144,7,Silver,506,,6/30/2023
L-19016,Loyalty Hoarder,Watchlist,67.532,376.0,3,22,8,0.3234,7,Gold,4292,,6/23/2024
L-19018,Digital Ghost,Watchlist,45.732,989.5,8,29,0,0.2134,5,Silver,1277,Price_Perception,9/12/2023
L-19026,Loyalty Hoarder,Healthy,72.298,857.0,6,31,24,0.3851,5,Silver,2552,Price_Perception,1/30/2024
L-19027,Standard Active,Healthy,76.776,510.0,0,21,36,0.1612,7,Base,1404,,6/2/2023
L-19102,Digital Ghost,Watchlist,43.994,1609.5,4,38,0,0.3003,7,Silver,1361,,3/18/2024
